Current,ALBTR Index,BCEY4T Index,BEMZ0Z INDEX,DJSUKTXR Index,JALSH Index,J433PR Index,JGENR Index,JSHR40 Index,JSHRAL Index,MXWO Index,SPSHGLUP Index,Stefi Index,TOP40 Index,TPX Index,USDZAR Curncy,XPD Curncy,BOE SJ Equity,CXT SJ Equity,GBL SJ Equity,GLT SJ Equity,ITV SJ Equity,JCG SJ Equity,MBT SJ Equity,MHH SJ Equity,MLB SJ Equity,MOZ SJ Equity,NIB SJ Equity,POW SJ Equity,SLU SJ Equity,FRO SJ Equity,IDI SJ Equity,BTG SJ Equity,CPX SJ Equity,DDT SJ Equity,DTC SJ Equity,GIJ SJ Equity,PBG SJ Equity,USV SJ Equity,WLN SJ Equity,AEL SJ Equity,AEN SJ Equity,BCX SJ Equity,DCT SJ Equity,EOH SJ Equity,MIX SJ Equity,CTK SJ Equity,SFT SJ Equity,SGG SJ Equity,UCS SJ Equity,BYI SJ Equity,KRO SJ Equity,NPN SJ Equity,PRX SJ Equity,MST SJ Equity,AVV SJ Equity,KGM SJ Equity,MCG SJ Equity,ALT SJ Equity,MTN SJ Equity,TKG SJ Equity,BLU SJ Equity,VOD SJ Equity,NTC SJ Equity,LHC SJ Equity,MEI SJ Equity,MDC SJ Equity,AHH SJ Equity,ACT SJ Equity,APN SJ Equity,CMP SJ Equity,AIP SJ Equity,LHG SJ Equity,ASC SJ Equity,ABG SJ Equity,FSR SJ Equity,INL SJ Equity,NED SJ Equity,SBK SJ Equity,SBO SJ Equity,CPI SJ Equity,INP SJ Equity,FGL SJ Equity,TCP SJ Equity,WBC SJ Equity,AXL SJ Equity,BAT SJ Equity,PSG SJ Equity,REM SJ Equity,RMH SJ Equity,VNF SJ Equity,HCI SJ Equity,MKL SJ Equity,REI SJ Equity,GPL SJ Equity,OUT SJ Equity,AFP SJ Equity,KST SJ Equity,TTO SJ Equity,RNI SJ Equity,AFH SJ Equity,CPA SJ Equity,PGR SJ Equity,CML SJ Equity,ZED SJ Equity,QLT SJ Equity,N91 SJ Equity,NY1 SJ Equity,2021725D SJ Equity,2067319D SJ Equity,2067320D SJ Equity,AHV SJ Equity,AMB SJ Equity,CDZ SJ Equity,CRH SJ Equity,CRN SJ Equity,PGH SJ Equity,BJM SJ Equity,JSE SJ Equity,SFN SJ Equity,NBC SJ Equity,RAH SJ Equity,SBV SJ Equity,SCP SJ Equity,NIV SJ Equity,AIL SJ Equity,ZCL SJ Equity,MEL SJ Equity,BRN SJ Equity,AFI SJ Equity,CLE SJ Equity,DSY SJ Equity,FDS SJ Equity,LGL SJ Equity,MTM SJ Equity,OMU SJ Equity,SLM SJ Equity,CLI SJ Equity,LBH SJ Equity,CPT SJ Equity,GMB SJ Equity,SNT SJ Equity,CEN SJ Equity,CPP SJ Equity,JNC SJ Equity,MPL SJ Equity,SRL SJ Equity,IFR SJ Equity,APA SJ Equity,APB SJ Equity,FSP SJ Equity,PAP SJ Equity,SPE SJ Equity,ABT SJ Equity,ATS SJ Equity,PRM SJ Equity,MDN SJ Equity,CBS SJ Equity,PRA SJ Equity,AXC SJ Equity,DIV SJ Equity,SYA SJ Equity,RIN SJ Equity,NRP SJ Equity,PIV SJ Equity,ROC SJ Equity,BWN SJ Equity,MSP SJ Equity,LTE SJ Equity,SRE SJ Equity,RDF SJ Equity,SAC SJ Equity,PMM SJ Equity,EMI SJ Equity,GRT SJ Equity,FFA SJ Equity,BTN SJ Equity,SHC SJ Equity,RPL SJ Equity,AIA SJ Equity,AIB SJ Equity,ATT SJ Equity,FFB SJ Equity,DIB SJ Equity,SCD SJ Equity,FTB SJ Equity,PHP SJ Equity,CPF SJ Equity,MLI SJ Equity,EQU SJ Equity,AWA SJ Equity,AWB SJ Equity,DLT SJ Equity,IAP SJ Equity,TEX SJ Equity,ILU SJ Equity,FPT SJ Equity,ITU SJ Equity,PEP SJ Equity,ACP SJ Equity,SYC SJ Equity,RES SJ Equity,BRC SJ Equity,HYP SJ Equity,OCT SJ Equity,VKE SJ Equity,REB SJ Equity,SYCR SJ Equity,APF SJ Equity,CRP SJ Equity,EPP SJ Equity,HMN SJ Equity,L2D SJ Equity,SSS SJ Equity,HPA SJ Equity,HPB SJ Equity,BDS SJ Equity,WES SJ Equity,DLV SJ Equity,TIW SJ Equity,MTA SJ Equity,ADH SJ Equity,COH SJ Equity,SDO SJ Equity,NWL SJ Equity,AMA SJ Equity,L4L SJ Equity,CFR SJ Equity,CAT SJ Equity,NAN SJ Equity,ELE SJ Equity,AVU SJ Equity,TMG SJ Equity,PMA SJ Equity,PMN SJ Equity,MSM SJ Equity,SNH SJ Equity,WHL SJ Equity,PPH SJ Equity,ECO SJ Equity,MRP SJ Equity,TFG SJ Equity,TRU SJ Equity,HSP SJ Equity,ELH SJ Equity,JDG SJ Equity,PON SJ Equity,WET SJ Equity,CSB SJ Equity,ILA SJ Equity,LEW SJ Equity,ITE SJ Equity,UTR SJ Equity,CMH SJ Equity,TAL SJ Equity,VVO SJ Equity,MTH SJ Equity,COM SJ Equity,TRT SJ Equity,SIS SJ Equity,SUI SJ Equity,TSG SJ Equity,PHM SJ Equity,PTG SJ Equity,CLH SJ Equity,SSU SJ Equity,SUR SJ Equity,FBR SJ Equity,SAB SJ Equity,ANH SJ Equity,CVH SJ Equity,DST SJ Equity,DGH SJ Equity,ABI SJ Equity,AFR SJ Equity,OCE SJ Equity,RCL SJ Equity,ARL SJ Equity,CBH SJ Equity,QFH SJ Equity,RBO SJ Equity,AVI SJ Equity,TBS SJ Equity,PFG SJ Equity,CLR SJ Equity,RFG SJ Equity,LBR SJ Equity,PMR SJ Equity,ILV SJ Equity,TON SJ Equity,BTI SJ Equity,PIK SJ Equity,SHP SJ Equity,SPP SJ Equity,CHP SJ Equity,BID SJ Equity,CLS SJ Equity,DCP SJ Equity,AEG SJ Equity,GRF SJ Equity,RBX SJ Equity,SSK SJ Equity,BSR SJ Equity,TWP SJ Equity,ESR SJ Equity,CGR SJ Equity,MUR SJ Equity,WBO SJ Equity,CIL SJ Equity,PPC SJ Equity,AGI SJ Equity,CRM SJ Equity,DAW SJ Equity,AFT SJ Equity,KWS SJ Equity,GNK SJ Equity,RLO SJ Equity,ELI SJ Equity,DGC SJ Equity,BAW SJ Equity,BVT SJ Equity,KAP SJ Equity,ENX SJ Equity,EXG SJ Equity,ZZD SJ Equity,NPK SJ Equity,APK SJ Equity,CSL SJ Equity,MNP SJ Equity,MPT SJ Equity,HWN SJ Equity,IVT SJ Equity,HDC SJ Equity,ART SJ Equity,LSK SJ Equity,APL SJ Equity,MFL SJ Equity,MVS SJ Equity,ADR SJ Equity,NVS SJ Equity,BEL SJ Equity,OAZZ SJ Equity,SNV SJ Equity,AVS SJ Equity,GND SJ Equity,GNN SJ Equity,IPL SJ Equity,SPG SJ Equity,TRE SJ Equity,TXT SJ Equity,2291257D SJ Equity,YRK SJ Equity,SAP SJ Equity,MND SJ Equity,AGL SJ Equity,ARI SJ Equity,BHG SJ Equity,MRF SJ Equity,MVL SJ Equity,AOD SJ Equity,UCP SJ Equity,PET SJ Equity,ASR SJ Equity,MDI SJ Equity,GLN SJ Equity,S32 SJ Equity,THA SJ Equity,ACL SJ Equity,EHS SJ Equity,KIO SJ Equity,HLM SJ Equity,PAM SJ Equity,MTX SJ Equity,UUU SJ Equity,MML SJ Equity,AFG SJ Equity,TSX SJ Equity,GML SJ Equity,ANG SJ Equity,AVG SJ Equity,DRD SJ Equity,GFI SJ Equity,HAR SJ Equity,WAR SJ Equity,RNG SJ Equity,JCD SJ Equity,AFL SJ Equity,WGR SJ Equity,GDO SJ Equity,SIM SJ Equity,PAN SJ Equity,AMS SJ Equity,BPL SJ Equity,IMP SJ Equity,NPH SJ Equity,ELD SJ Equity,LON SJ Equity,WEZ SJ Equity,RBP SJ Equity,SSW SJ Equity,AQP SJ Equity,AFE SJ Equity,SOL SJ Equity,OMN SJ Equity,AFX SJ Equity,CHE SJ Equity,DTA SJ Equity,FWD SJ Equity,ENR SJ Equity,EEL SJ Equity,MNK SJ Equity,EXX SJ Equity,KEH SJ Equity,BDM SJ Equity,OPT SJ Equity,MCZ SJ Equity,TGA SJ Equity,MKR SJ Equity,ENV SJ Equity,IOC SJ Equity,AHR SJ Equity,BOX SJ Equity,SRI SJ Equity,NTU SJ Equity,VAL SJ Equity
31-Dec-00,-,0.00,0.00,-,0.01,-,0.03,-,-,0.02,-,-,0.01,0.00,0.00,-0.01,0.05,0.00,0.01,-0.03,-0.01,0.01,-0.05,0.02,-0.04,-0.08,0.02,0.04,0.04,-0.06,0.01,0.13,-0.01,0.00,0.04,-0.03,0.04,0.00,0.05,0.03,0.02,0.00,0.01,0.00,0.00,0.00,-0.02,0.02,0.00,0.03,0.00,0.06,0.06,0.02,0.00,-0.04,0.06,0.04,0.05,0.06,0.06,0.06,0.01,0.01,-0.01,-0.01,0.00,-0.11,0.00,0.00,0.00,0.00,0.00,0.01,-0.03,0.02,-0.03,0.00,0.02,-0.01,-0.01,-0.01,0.02,0.02,-0.03,0.03,0.14,-0.01,0.00,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,-0.03,0.03,-0.03,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.04,0.03,0.08,-0.01,0.00,0.04,0.03,0.01,0.00,0.00,-0.01,-0.01,-0.01,0.11,0.23,0.00,0.05,-0.01,0.01,0.01,0.01,0.04,0.04,0.01,0.04,0.01,0.01,0.04,-0.02,0.01,0.08,-0.01,-,-,-,-,-,0.00,0.01,-,0.00,0.14,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-0.02,0.00,0.01,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-0.01,0.00,0.02,-,0.01,-,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.05,0.01,0.12,0.00,0.03,0.03,0.00,0.06,0.03,0.03,0.00,0.04,0.08,0.04,0.04,0.00,0.00,0.01,0.04,0.02,0.03,0.13,0.09,0.06,-0.05,0.03,0.02,0.00,0.05,0.04,0.00,0.01,0.03,0.00,0.00,0.00,0.03,0.05,0.03,0.06,0.02,0.01,0.00,0.05,0.01,0.01,0.09,0.01,0.07,-0.04,0.00,0.05,0.00,-0.01,-0.01,0.02,0.00,0.02,0.01,0.03,0.03,0.03,0.03,0.04,0.05,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.02,0.04,0.08,0.05,0.08,0.08,0.13,0.05,0.01,-0.02,0.02,0.02,-0.04,0.02,0.02,0.02,0.02,-0.02,0.02,0.04,0.00,0.00,0.03,0.02,0.02,0.00,0.06,0.04,-0.07,0.01,0.04,0.14,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.03,0.00,0.01,0.03,0.03,0.03,0.11,-,0.00,0.06,0.00,0.02,-0.02,-0.02,0.00,0.01,0.01,0.00,0.03,0.03,0.00,0.01,0.00,0.00,0.08,-0.09,0.00,0.00,0.00,-0.09,-0.09,-0.09,-0.09,-0.11,0.06,0.06,0.06,-0.01,0.03,0.06,0.03,0.11,0.07,0.00,-0.04,-0.07,0.00,-0.05,0.02,-0.03,0.01,0.00,0.13,-0.04,-0.04,0.00,-0.04,0.02,0.08,0.07,0.04,0.03,0.01,0.03,0.03,0.03,0.03,0.04,0.05,0.00,0.03,0.07,0.00,0.03,0.15,0.00,0.05,0.05,0.05,0.00,0.05,0.05,0.00,0.01,0.00,0.00,-,0.05,-,0.02,0.02
07-Jan-01,-,0.01,0.00,-,0.01,-,0.03,-,-,-0.01,-,-,0.02,-0.01,-0.01,0.02,0.08,0.07,0.03,0.00,0.00,-0.04,0.20,0.01,0.08,0.14,0.02,0.03,0.00,0.01,-0.07,0.00,0.03,-0.04,-0.03,0.04,0.07,0.00,0.05,0.06,0.03,-0.04,-0.02,0.00,-0.04,-0.04,-0.03,-0.02,0.29,0.06,-0.04,0.07,0.07,-0.02,0.14,0.00,-0.02,0.03,-0.03,-0.02,-0.02,-0.02,0.17,0.04,-0.02,-0.02,0.01,0.00,-0.03,-0.03,-0.03,-0.03,-0.03,0.04,0.04,0.01,-0.01,0.04,0.01,0.03,0.03,0.03,0.01,0.01,0.03,0.04,-0.03,-0.03,0.00,-0.04,-0.01,0.01,0.01,0.01,0.01,0.01,-0.03,0.01,0.01,-0.05,0.05,-0.05,0.01,0.01,-0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07,0.05,-0.01,0.00,0.04,0.06,0.01,0.00,-0.01,0.00,0.00,0.00,-0.02,-0.02,-0.02,-0.04,-0.11,0.03,-0.03,-0.06,0.04,0.02,0.00,0.01,0.01,0.00,0.02,-0.01,0.02,0.02,0.00,0.07,-0.02,0.01,-,-,-,-,-,0.03,0.04,-,0.00,-0.07,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,0.04,0.04,0.05,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-,0.03,-,-,-,-,-,-,-,-,0.01,-0.02,0.03,-,0.01,-,0.00,0.01,0.05,-,-,-,-,-,-,-,-,-,-,-,-0.04,0.00,0.00,0.03,0.06,0.04,0.03,0.03,0.00,0.04,0.03,-0.05,0.00,0.00,-0.03,0.05,0.05,0.03,0.03,-0.01,-0.05,0.10,0.03,0.09,0.05,0.06,0.09,0.03,0.11,-0.02,0.02,-0.02,0.00,0.00,0.03,0.01,-0.03,0.00,0.03,0.03,0.03,-0.03,0.00,0.01,0.03,-0.07,0.02,0.02,0.00,0.02,-0.07,0.00,0.05,-0.29,0.05,0.00,0.00,0.02,0.04,0.00,0.00,0.01,0.01,0.01,0.01,-0.02,0.00,0.01,0.01,0.01,0.01,0.01,0.03,0.04,-0.05,-0.02,0.01,-0.01,0.01,-0.13,-0.04,-0.01,0.00,0.00,0.02,0.02,-0.04,0.02,0.02,0.02,0.08,-0.02,0.02,0.02,0.00,0.00,0.00,0.02,0.02,0.04,0.03,0.02,0.00,0.03,0.03,-0.06,0.02,0.02,0.02,0.08,0.03,0.02,0.02,0.02,0.00,-0.07,0.01,0.00,0.04,0.04,0.01,0.04,-0.03,0.04,-0.04,-,0.00,-0.02,0.00,0.00,0.01,0.08,0.00,0.02,0.02,0.00,0.02,0.02,0.07,0.00,0.08,0.05,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,-0.08,-0.06,0.04,-0.01,0.11,-0.18,-0.02,-0.01,-0.05,0.08,-0.08,-0.11,-0.02,-0.02,0.00,-0.02,-0.03,-0.03,-0.07,-0.03,-0.04,0.02,-0.04,-0.04,-0.04,-0.04,-0.01,0.03,0.00,-0.02,0.03,-0.02,-0.01,0.01,-0.13,0.03,0.03,0.03,0.00,0.03,0.03,0.07,0.04,0.00,0.00,-,-0.01,-,0.01,-0.03
14-Jan-01,-,0.02,0.00,-,0.03,-,0.09,-,-,0.04,-,-,0.03,-0.03,0.04,0.09,-0.07,0.17,-0.02,-0.03,0.00,0.00,0.00,-0.07,-0.04,0.20,0.09,0.02,-0.01,-0.04,-0.03,0.00,0.03,0.03,0.00,-0.03,0.13,0.09,0.14,0.03,0.04,0.03,-0.04,0.00,0.03,0.03,0.02,0.07,0.00,0.03,0.03,-0.06,-0.06,0.07,0.25,0.00,0.01,0.04,0.02,0.01,0.01,0.01,0.00,0.00,0.04,0.04,-0.01,0.00,0.11,0.11,0.11,0.11,0.11,0.00,-0.02,0.07,0.05,0.01,0.08,0.00,0.00,0.00,0.06,0.06,0.24,0.01,0.06,0.03,0.00,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.01,0.01,0.13,0.08,0.13,0.01,0.01,-0.06,0.01,0.01,0.01,0.01,0.01,0.14,-0.03,0.17,0.01,0.01,-0.01,0.27,0.01,0.04,0.11,0.02,0.00,-0.08,0.03,0.03,0.03,0.00,0.00,0.11,0.00,0.01,0.04,-0.05,0.00,-0.03,-0.03,0.00,-0.03,0.07,0.07,0.02,0.06,0.14,0.03,0.00,-,-,-,-,-,0.00,0.02,-,0.00,0.02,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,0.00,-0.03,-0.01,-,-0.01,-,-,-,-,-,-,-,-,-,-,-,-,0.01,-,-,-,-,-,-,-,-,0.00,0.05,0.26,-,-0.01,-,0.07,0.00,-0.01,-,-,-,-,-,-,-,-,-,-,-,0.00,0.01,0.09,0.04,0.14,0.31,0.06,0.06,0.07,0.00,0.06,0.07,0.10,0.03,0.03,-0.03,-0.03,0.02,0.07,0.07,0.16,0.14,0.09,0.06,0.12,0.01,0.19,0.09,0.04,0.03,0.18,-0.02,0.01,0.01,0.09,0.02,0.06,-0.03,0.09,0.08,0.09,0.06,0.04,0.00,-0.01,0.02,0.00,0.00,-0.02,0.00,0.01,0.09,-0.01,0.11,-0.01,0.00,0.00,0.02,-0.02,0.03,0.07,0.03,0.03,0.03,0.03,0.05,0.02,0.03,0.03,0.03,0.03,0.03,0.15,0.00,0.05,-0.05,-0.01,-0.03,-0.01,0.00,-0.01,-0.03,0.05,0.14,0.07,0.07,0.08,0.07,0.07,0.07,0.08,0.01,0.07,0.11,0.04,0.01,0.00,0.07,0.07,-0.04,-0.05,0.00,-0.04,0.02,0.05,0.00,0.02,0.02,0.02,0.06,0.06,0.02,0.02,0.02,-0.11,0.00,0.02,0.09,0.05,0.08,-0.04,0.05,-0.09,0.05,0.00,-,0.00,0.04,0.00,-0.09,0.02,0.13,0.06,0.09,0.09,0.00,-0.01,-0.01,0.03,0.04,0.00,-0.02,0.04,0.19,0.00,0.00,0.00,0.19,0.19,0.19,0.19,0.24,0.15,0.15,0.15,0.00,-0.02,0.15,0.00,-0.02,-0.01,0.03,0.00,0.03,0.08,-0.03,-0.03,0.02,-0.07,0.09,-0.09,-0.01,-0.01,-0.38,-0.01,0.03,0.04,0.03,0.08,0.03,0.04,0.03,0.03,0.03,0.03,0.02,0.08,0.02,0.06,-0.03,0.02,0.04,0.01,0.00,0.08,0.08,0.08,0.15,0.08,0.08,0.03,0.03,-0.03,0.00,-,-0.03,-,0.06,0.03
21-Jan-01,-,0.02,0.00,-,0.03,-,-0.01,-,-,0.02,-,-,0.03,0.08,0.01,-0.01,-0.02,-0.02,0.03,0.08,0.31,-0.02,0.00,0.23,-0.07,0.08,0.04,0.01,-0.05,-0.45,0.00,0.06,0.01,0.13,0.09,0.00,-0.03,0.03,0.00,0.04,0.06,0.11,-0.04,0.00,0.11,0.11,0.11,-0.02,0.06,0.04,0.11,0.20,0.20,0.22,-0.30,0.00,-0.02,-0.01,0.00,-0.02,-0.02,-0.02,0.11,0.00,0.04,0.04,0.05,0.00,0.06,0.06,0.06,0.06,0.06,0.03,-0.03,-0.03,-0.01,-0.03,0.05,-0.02,-0.02,-0.02,-0.01,-0.01,0.01,-0.04,0.03,-0.01,0.00,-0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.01,0.02,0.01,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,-0.01,0.02,0.08,0.00,0.00,0.01,-0.17,0.00,0.00,-0.01,0.03,0.13,-0.08,-0.01,-0.01,-0.01,-0.02,0.00,0.18,0.01,0.03,-0.01,0.04,0.03,0.00,0.00,0.03,0.03,0.11,0.02,0.01,0.01,0.02,-0.02,0.00,-,-,-,-,-,-0.01,-0.02,-,0.00,0.00,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,0.00,0.05,0.01,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-0.02,0.03,-0.15,-,0.02,-,0.01,0.05,-0.02,-,-,-,-,-,-,-,-,-,-,-,0.13,0.06,0.04,-0.03,0.13,-0.05,0.01,0.01,0.06,0.00,0.01,0.07,-0.04,-0.07,-0.03,0.15,0.15,0.01,0.08,0.04,-0.06,0.00,-0.01,-0.06,0.00,-0.03,0.00,-0.01,0.02,0.03,-0.03,0.00,0.04,0.07,-0.01,0.02,0.02,0.02,-0.01,-0.03,-0.01,-0.05,0.02,-0.04,0.01,0.02,-0.01,-0.01,0.01,-0.01,-0.01,-0.05,-0.01,-0.03,0.00,0.14,0.14,0.04,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.01,-0.02,0.00,0.00,0.00,0.00,0.00,-0.03,0.13,-0.05,-0.02,-0.08,-0.05,-0.08,-0.01,-0.05,-0.05,0.00,0.06,-0.01,-0.01,-0.08,-0.01,-0.01,-0.01,-0.04,0.02,-0.01,-0.01,-0.04,0.00,-0.08,-0.01,-0.01,0.02,0.01,0.01,-0.04,0.02,-0.02,-0.13,0.02,0.02,0.02,0.05,0.03,0.02,0.02,0.02,0.00,0.01,0.06,0.05,0.00,0.11,0.01,0.00,0.04,0.00,-0.04,-,0.00,0.00,0.00,0.00,0.02,0.05,0.08,0.02,0.02,0.00,-0.02,-0.02,0.08,0.11,0.06,0.05,0.07,-0.03,0.13,0.00,-0.04,-0.03,-0.03,-0.03,-0.03,-0.03,-0.07,-0.07,-0.07,0.00,-0.05,-0.07,-0.07,-0.11,0.15,0.05,0.00,0.11,0.10,0.17,0.09,0.09,0.00,0.00,0.10,0.08,0.08,0.40,0.08,-0.04,-0.06,-0.01,-0.03,-0.03,0.07,-0.03,-0.03,-0.03,-0.03,0.10,-0.03,0.01,0.01,0.07,0.04,0.05,-0.03,-0.14,-0.03,-0.03,-0.03,0.00,-0.03,-0.03,0.08,0.05,-0.03,0.00,-,-0.05,-,-0.01,-0.04
28-Jan-01,0.01,-0.01,0.00,-,0.00,-,0.01,-,-,0.00,-,-,0.00,-0.01,0.00,0.06,0.02,-0.06,0.04,0.23,-0.08,0.01,0.13,0.07,0.05,-0.01,-0.02,0.00,0.06,-0.11,0.03,-0.11,0.05,0.02,0.07,0.10,0.00,-0.03,0.00,0.03,0.01,0.03,0.03,-0.04,0.03,0.03,-0.11,0.05,-0.05,0.03,0.03,0.00,0.00,0.00,0.14,0.02,0.03,-0.03,0.06,0.03,0.03,0.03,0.04,-0.02,0.00,0.00,0.14,0.00,-0.04,-0.04,-0.04,-0.04,-0.04,0.04,0.00,0.04,-0.02,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.01,-0.05,0.00,-0.01,0.00,-0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.15,0.02,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,-0.05,0.09,0.08,-0.07,-0.07,0.06,0.20,0.00,0.08,-0.01,0.01,0.00,-0.05,-0.01,-0.01,-0.01,0.00,0.00,-0.02,0.03,0.00,0.02,-0.02,-0.01,0.02,0.02,-0.01,-0.01,0.00,-0.01,0.01,-0.03,0.03,0.01,0.04,-,-,-,-,-,0.00,-0.03,-,0.00,0.00,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,0.01,0.00,0.07,-,0.02,-,-,-,-,-,-,-,-,-,-,-,-,0.00,-,-,-,-,-,-,-,-,0.02,0.01,0.13,-,0.01,-,-0.04,0.05,0.00,-,-,-,-,-,-,-,-,-,-,-,0.10,0.11,0.04,0.00,0.01,0.19,0.00,0.00,0.20,0.00,0.00,-0.02,0.00,0.03,0.02,0.02,0.02,0.04,0.05,0.00,0.03,0.01,0.01,-0.08,0.00,-0.10,-0.02,0.01,0.03,0.02,0.09,0.00,0.07,-0.16,0.01,0.04,0.06,0.00,0.01,0.10,0.01,0.14,0.04,-0.01,0.05,0.00,0.03,0.03,0.01,0.03,-0.02,-0.02,-0.01,0.01,-0.01,-0.01,-0.01,0.01,0.04,0.06,0.05,-0.03,-0.03,-0.03,-0.03,-0.01,-0.04,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.12,0.02,-0.02,0.03,0.01,0.03,0.06,0.05,0.01,-0.01,-0.03,-0.01,-0.01,0.04,-0.01,-0.01,-0.01,0.02,0.04,-0.01,-0.07,0.00,0.03,0.03,-0.01,-0.01,0.06,0.09,0.04,0.04,0.02,0.01,0.23,0.01,0.01,0.01,-0.16,0.10,0.01,0.01,0.01,0.02,-0.01,0.09,0.04,-0.03,-0.04,0.00,-0.03,0.09,-0.03,0.04,-,0.00,0.01,0.02,0.07,0.00,0.05,0.12,0.05,0.05,0.00,0.11,0.11,-0.03,-0.01,0.04,0.11,-0.02,0.05,0.00,-0.03,0.00,0.05,0.05,0.05,0.05,0.05,0.02,0.02,0.02,-0.01,0.14,0.02,-0.07,-0.05,0.07,-0.01,0.02,-0.05,-0.04,0.00,0.05,0.00,-0.07,0.00,-0.03,0.01,0.01,0.43,0.01,0.02,0.01,0.01,0.02,0.02,-0.03,0.02,0.02,0.02,0.02,0.08,0.10,0.03,0.06,0.02,0.06,0.06,0.03,0.00,0.10,0.10,0.10,1.49,0.10,0.10,-0.03,0.00,-0.29,-0.04,-,0.01,-,0.01,0.02
